"","FIPSCode","total_votes_2016","transmitted","mail_ballots_submitted","mail_ballots_counted","JurisdictionName","rejected","State","pr2","pr3","jurisdiction","unemp_pop_16plus_percentage","below_pov_past12_percentage","households","median_household_income","total_pop","pop_16","white_count","white_percentage","nonwhite_count","nonwhite_percentage","hispanic_count","hispanic_percentage","black_count","black_percentage","native_count","native_percentage","asian_count","asian_percentage","pac_count","pac_percentage","voting_age"
"106",5047,6802,168,168,163,"FRANKLIN COUNTY",5,"AR",1,0.0297619047619048,"Franklin County, Arkansas","49.4","14.6","6800","39463",17780,14170.66,16374,92.1,1406,7.90000000000001,545,3.1,169,1,183,1,105,0.6,31,0.2,13608
"107",5049,4835,165,157,152,"FULTON COUNTY",5,"AR",0.951515151515152,0.0318471337579618,"Fulton County, Arkansas","43.7","18.3","5000","36184",12139,9917.563,11564,95.3,575,4.7,183,1.5,71,0.6,55,0.5,6,0,5,0,9652
"108",5051,41173,1447,1443,1396,"GARLAND COUNTY",47,"AR",0.997235659986178,0.0325710325710326,"Garland County, Arkansas","53.9","12.6","39894","43146",98296,80504.424,80889,82.3,17407,17.7,5434,5.5,7989,8.1,761,0.8,523,0.5,6,0,78233
"109",5053,7395,0,N/A,N/A,"GRANT COUNTY",N/A,"AR",N/A,N/A,"Grant County, Arkansas","56.4","11.5","6780","51920",18086,14504.972,16772,92.7,1314,7.3,481,2.7,528,2.9,33,0.2,9,0,0,0,13937
"110",5055,14575,249,194,100,"GREENE COUNTY",94,"AR",0.779116465863454,0.484536082474227,"Greene County, Arkansas","58.3","11.8","16879","47497",44623,34984.432,41684,93.4,2939,6.59999999999999,1244,2.8,717,1.6,102,0.2,129,0.3,40,0.1,33632
"111",5057,7116,346,333,328,"HEMPSTEAD COUNTY",5,"AR",0.96242774566474,0.015015015015015,"Hempstead County, Arkansas","55.4","19.1","7971","41355",22018,16887.806,12082,54.9,9936,45.1,2786,12.7,6655,30.2,51,0.2,17,0.1,50,0.2,16303
"112",5059,7133,278,278,257,"HOT SPRING COUNTY",21,"AR",1,0.0755395683453237,"Hot Spring County, Arkansas","52.3","13.4","12377","41262",33520,27352.32,27684,82.6,5836,17.4,1148,3.4,4032,12,22,0.1,141,0.4,10,0,26513
"113",5061,4722,144,144,131,"HOWARD COUNTY",13,"AR",1,0.0902777777777778,"Howard County, Arkansas","57.7","15.1","5096","35900",13389,10282.752,8653,64.6,4736,35.4,1631,12.2,2761,20.6,14,0.1,34,0.3,14,0.1,9938
"114",5063,13729,N/A,N/A,N/A,"INDEPENDENCE COUNTY",12,"AR",N/A,N/A,"Independence County, Arkansas","55.7","12","14268","43523",37264,29326.768,33154,89,4110,11,2305,6.2,670,1.8,76,0.2,236,0.6,7,0,28367
"115",5065,5526,234,216,214,"IZARD COUNTY",2,"AR",0.923076923076923,0.00925925925925926,"Izard County, Arkansas","45.2","12.2","5049","40218",13559,11362.442,12639,93.2,920,6.8,302,2.2,254,1.9,139,1,18,0.1,0,0,11098
"116",5067,5188,0,N/A,N/A,"JACKSON COUNTY",N/A,"AR",N/A,N/A,"Jackson County, Arkansas","42.2","17.7","6095","33174",17225,14124.5,13257,77,3968,23,485,2.8,2131,12.4,17,0.1,7,0,7,0,13752
"117",5069,26009,0,N/A,N/A,"JEFFERSON COUNTY",N/A,"AR",N/A,N/A,"Jefferson County, Arkansas","51.3","17.9","26977","38289",70424,56409.624,27631,39.2,42793,60.8,1432,2,39852,56.6,213,0.3,661,0.9,0,0,54652
"118",5071,8880,303,289,279,"JOHNSON COUNTY",10,"AR",0.953795379537954,0.0346020761245675,"Johnson County, Arkansas","52.6","16","9800","37170",26291,20533.271,20979,79.8,5312,20.2,3627,13.8,397,1.5,45,0.2,490,1.9,19,0.1,19903
"119",5073,2882,236,203,199,"LAFAYETTE COUNTY",4,"AR",0.860169491525424,0.0197044334975369,"Lafayette County, Arkansas","48.8","18.5","2859","32412",6915,5725.62,4075,58.9,2840,41.1,172,2.5,2516,36.4,21,0.3,35,0.5,0,0,5551
"120",5075,5755,150,134,134,"LAWRENCE COUNTY",0,"AR",0.893333333333333,0,"Lawrence County, Arkansas","53.2","12.2","6531","38528",16669,13385.207,15914,95.5,755,4.5,240,1.4,173,1,47,0.3,16,0.1,1,0,12939
"121",5077,3127,212,197,183,"LEE COUNTY",14,"AR",0.929245283018868,0.0710659898477157,"Lee County, Arkansas","40.5","19","3352","28367",9398,7894.32,3845,40.9,5553,59.1,167,1.8,5294,56.3,20,0.2,13,0.1,0,0,7625
"122",5079,3875,148,138,125,"LINCOLN COUNTY",13,"AR",0.932432432432432,0.0942028985507246,"Lincoln County, Arkansas","30","12.3","3795","45166",13695,11613.36,8809,64.3,4886,35.7,516,3.8,4268,31.2,38,0.3,0,0,0,0,11321
"123",5081,5277,173,162,159,"LITTLE RIVER COUNTY",3,"AR",0.936416184971098,0.0185185185185185,"Little River County, Arkansas","54","9.9","5440","45388",12417,9983.268,9072,73.1,3345,26.9,107,0.9,2762,22.2,143,1.2,44,0.4,0,0,9669
"124",5083,7996,158,152,144,"LOGAN COUNTY",8,"AR",0.962025316455696,0.0526315789473684,"Logan County, Arkansas","54.5","16.8","8464","39748",21757,17557.899,19721,90.6,2036,9.40000000000001,642,3,293,1.3,228,1,503,2.3,0,0,16932
"125",5085,27306,N/A,N/A,N/A,"LONOKE COUNTY",N/A,"AR",N/A,N/A,"Lonoke County, Arkansas","62.3","8.3","26868","57509",72206,55526.414,62192,86.1,10014,13.9,3196,4.4,4372,6.1,396,0.5,476,0.7,85,0.1,53332
"126",5087,6956,154,149,132,"MADISON COUNTY",17,"AR",0.967532467532468,0.114093959731544,"Madison County, Arkansas","54.7","14","6195","43891",16076,12860.8,14399,89.6,1677,10.4,896,5.6,11,0.1,181,1.1,162,1,59,0.4,12265
"127",5089,7186,360,360,312,"MARION COUNTY",48,"AR",1,0.133333333333333,"Marion County, Arkansas","42","14.2","6669","35518",16438,13758.606,15507,94.3,931,5.7,366,2.2,145,0.9,137,0.8,71,0.4,0,0,13389
"128",5091,16189,350,316,310,"MILLER COUNTY",6,"AR",0.902857142857143,0.0189873417721519,"Miller County, Arkansas","55.2","18.1","16748","41903",43759,34700.887,30189,69,13570,31,1405,3.2,10772,24.6,283,0.6,180,0.4,34,0.1,33326
"129",5093,13321,473,407,400,"MISSISSIPPI COUNTY",7,"AR",0.86046511627907,0.0171990171990172,"Mississippi County, Arkansas","58.1","20.3","16888","37237",42831,32937.039,25054,58.5,17777,41.5,1728,4,15066,35.2,21,0,236,0.6,25,0.1,31431
"130",5095,2915,0,N/A,N/A,"MONROE COUNTY",N/A,"AR",N/A,N/A,"Monroe County, Arkansas","53.8","18.1","3326","35190",7249,5951.429,3928,54.2,3321,45.8,199,2.7,2897,40,36,0.5,31,0.4,0,0,5773
"131",5097,3609,159,148,142,"MONTGOMERY COUNTY",6,"AR",0.930817610062893,0.0405405405405405,"Montgomery County, Arkansas","46.4","15.7","3761","37855",8993,7500.162,8126,90.4,867,9.59999999999999,383,4.3,20,0.2,101,1.1,105,1.2,0,0,7297
"132",5099,3263,132,132,132,"NEVADA COUNTY",0,"AR",1,0,"Nevada County, Arkansas","49.7","25.3","3303","37635",8440,6718.24,5324,63.1,3116,36.9,24,0.3,2927,34.7,6,0.1,26,0.3,1,0,6526
"133",5101,2802,N/A,N/A,N/A,"NEWTON COUNTY",N/A,"AR",N/A,N/A,"Newton County, Arkansas","48.5","8.1","2899","39896",7848,6482.448,7382,94.1,466,5.90000000000001,73,0.9,2,0,205,2.6,18,0.2,0,0,6298
"134",5103,10002,290,263,254,"OUACHITA COUNTY",9,"AR",0.906896551724138,0.0342205323193916,"Ouachita County, Arkansas","55.4","19.4","10055","34887",24106,19164.27,13322,55.3,10784,44.7,546,2.3,9830,40.8,48,0.2,15,0.1,0,0,18655
"135",5105,4320,N/A,N/A,N/A,"PERRY COUNTY",N/A,"AR",N/A,N/A,"Perry County, Arkansas","49.2","12.6","3708","46071",10322,8216.312,9513,92.2,809,7.8,297,2.9,186,1.8,60,0.6,0,0,0,0,7969
"136",5107,7070,467,429,408,"PHILLIPS COUNTY",21,"AR",0.918629550321199,0.048951048951049,"Phillips County, Arkansas","52.4","25.5","7498","29263",19034,14599.078,6585,34.6,12449,65.4,343,1.8,11921,62.6,2,0,11,0.1,0,0,14078
"137",5109,4025,133,133,123,"PIKE COUNTY",10,"AR",1,0.075187969924812,"Pike County, Arkansas","54.8","12.8","4299","37406",10808,8689.632,9458,87.5,1350,12.5,703,6.5,355,3.3,75,0.7,45,0.4,0,0,8459
"138",5111,7768,193,179,170,"POINSETT COUNTY",9,"AR",0.927461139896373,0.0502793296089385,"Poinsett County, Arkansas","53.3","16.8","9437","39277",24054,19026.714,20944,87.1,3110,12.9,707,2.9,1141,4.7,43,0.2,12,0,0,0,18318
"139",5113,8322,371,348,328,"POLK COUNTY",20,"AR",0.93800539083558,0.0574712643678161,"Polk County, Arkansas","49.9","19","8204","37035",20163,16069.911,17684,87.7,2479,12.3,1319,6.5,91,0.5,299,1.5,157,0.8,0,0,15462
"140",5115,22771,482,431,417,"POPE COUNTY",14,"AR",0.894190871369295,0.0324825986078886,"Pope County, Arkansas","57.1","13.3","22628","41914",63644,50660.624,53695,84.4,9949,15.6,5563,8.7,1862,2.9,335,0.5,654,1,0,0,49065
"141",5117,3474,85,79,75,"PRAIRIE COUNTY",4,"AR",0.929411764705882,0.0506329113924051,"Prairie County, Arkansas","54.7","12","3826","41846",8244,6768.324,6998,84.9,1246,15.1,61,0.7,1073,13,29,0.4,29,0.4,0,0,6563
"142",5119,161370,4524,4394,4210,"PULASKI COUNTY",184,"AR",0.971264367816092,0.0418752844788348,"Pulaski County, Arkansas","63.3","12.3","157083","50093",393463,310835.77,207385,52.7,186078,47.3,24078,6.1,142917,36.3,831,0.2,8428,2.1,122,0,301187
"143",5121,3689,262,250,244,"RANDOLPH COUNTY",6,"AR",0.954198473282443,0.024,"Randolph County, Arkansas","51.3","12.2","7455","36870",17603,13906.37,16638,94.5,965,5.5,344,2,201,1.1,69,0.4,0,0,0,0,13578
"144",5123,7500,N/A,N/A,N/A,"ST. FRANCIS COUNTY",N/A,"AR",N/A,N/A,"St. Francis County, Arkansas","44.6","20.4","9319","35356",26294,21192.964,10552,40.1,15742,59.9,708,2.7,14575,55.4,108,0.4,152,0.6,0,0,20521
"145",5125,52498,828,778,759,"SALINE COUNTY",19,"AR",0.939613526570048,0.0244215938303342,"Saline County, Arkansas","62.8","5.8","43604","62152",118009,93463.128,100522,85.2,17487,14.8,5451,4.6,8277,7,359,0.3,1385,1.2,49,0,90103
"146",5127,3076,124,109,109,"SCOTT COUNTY",0,"AR",0.879032258064516,0,"Scott County, Arkansas","52.1","14.7","3855","35509",10442,8061.224,8806,84.3,1636,15.7,792,7.6,28,0.3,248,2.4,94,0.9,0,0,7736
"147",5129,3792,158,158,138,"SEARCY COUNTY",20,"AR",1,0.126582278481013,"Searcy County, Arkansas","49.5","14.5","3271","36390",7923,6520.629,7389,93.3,534,6.7,183,2.3,54,0.7,117,1.5,96,1.2,0,0,6329
"148",5131,44942,1240,1087,1053,"SEBASTIAN COUNTY",34,"AR",0.876612903225806,0.031278748850046,"Sebastian County, Arkansas","59.9","14.9","50670","43240",127461,100056.885,89178,70,38283,30,17860,14,8789,6.9,1456,1.1,5590,4.4,18,0,96582
"149",5133,4596,118,114,111,"SEVIER COUNTY",3,"AR",0.966101694915254,0.0263157894736842,"Sevier County, Arkansas","61.5","16.4","5854","46667",17193,12860.364,9939,57.8,7254,42.2,5703,33.2,868,5,322,1.9,61,0.4,50,0.3,12255
"150",5135,7327,379,339,333,"SHARP COUNTY",6,"AR",0.894459102902375,0.0176991150442478,"Sharp County, Arkansas","44.8","15.6","7354","33708",17043,13804.83,15968,93.7,1075,6.3,373,2.2,103,0.6,95,0.6,19,0.1,0,0,13420
"151",5137,5695,144,144,141,"STONE COUNTY",3,"AR",1,0.0208333333333333,"Stone County, Arkansas","47.1","12.8","4954","36162",12446,10305.288,11798,94.8,648,5.2,236,1.9,9,0.1,55,0.4,14,0.1,0,0,9972
"152",5139,16987,510,469,446,"UNION COUNTY",23,"AR",0.919607843137255,0.0490405117270789,"Union County, Arkansas","54.9","16.1","15904","44000",39732,31110.156,24178,60.9,15554,39.1,1540,3.9,12968,32.6,335,0.8,227,0.6,0,0,30172
"153",5141,7424,226,213,212,"VAN BUREN COUNTY",1,"AR",0.942477876106195,0.00469483568075117,"Van Buren County, Arkansas","44.7","14.2","6852","36897",16684,13697.564,15613,93.6,1071,6.40000000000001,508,3,65,0.4,115,0.7,14,0.1,0,0,13337
"154",5143,82607,1873,1656,1576,"WASHINGTON COUNTY",80,"AR",0.884143085958356,0.0483091787439614,"Washington County, Arkansas","64.8","11.1","85891","49629",228529,177795.562,163162,71.4,65367,28.6,38052,16.7,7970,3.5,1971,0.9,5532,2.4,5039,2.2,171943
"155",5145,28286,781,659,630,"WHITE COUNTY",29,"AR",0.843790012804097,0.0440060698027314,"White County, Arkansas","54.8","12.8","29263","43822",78804,62333.964,69514,88.2,9290,11.8,3382,4.3,3140,4,265,0.3,552,0.7,21,0,60219
"156",5147,2591,57,56,54,"WOODRUFF COUNTY",2,"AR",0.982456140350877,0.0357142857142857,"Woodruff County, Arkansas","51.5","17.8","2890","31023",6660,5381.28,4621,69.4,2039,30.6,12,0.2,1845,27.7,0,0,91,1.4,6,0.1,5218
"157",5149,6494,163,163,151,"YELL COUNTY",12,"AR",1,0.0736196319018405,"Yell County, Arkansas","56.7","13.6","7491","42361",21573,16805.367,16285,75.5,5288,24.5,4314,20,434,2,106,0.5,216,1,0,0,16202
"158",6001,670245,588963,446971,444988,"ALAMEDA COUNTY",1983,"CA",0.758911850150179,0.00443652943927011,"Alameda County, California","66.9","6.8","572870","92574",1643700,1336328.1,523391,31.8,1120309,68.2,369061,22.5,172329,10.5,5288,0.3,483067,29.4,13192,0.8,1299187
"159",6003,621,721,626,621,"ALPINE COUNTY",5,"CA",0.868238557558946,0.00798722044728434,"Alpine County, California","47.6","6.2","299","64688",1146,933.99,678,59.2,468,40.8,105,9.2,9,0.8,294,25.7,8,0.7,0,0,907
"160",6005,18289,15248,12432,12407,"AMADOR COUNTY",25,"CA",0.815320041972718,0.00201093951093951,"Amador County, California","44.6","5.1","14090","61198",37829,32684.256,29763,78.7,8066,21.3,5132,13.6,749,2,270,0.7,466,1.2,69,0.2,32007
"161",6007,92936,89746,69756,69095,"BUTTE COUNTY",661,"CA",0.777260267867092,0.00947588737886347,"Butte County, California","55.8","11.5","86797","48443",227075,186655.65,164390,72.4,62685,27.6,36358,16,3303,1.5,1738,0.8,9900,4.4,341,0.2,181417
"162",6009,23975,20634,16892,16834,"CALAVERAS COUNTY",58,"CA",0.818648832024813,0.00343357802510064,"Calaveras County, California","47.4","7.8","17417","58151",45235,38540.22,36905,81.6,8330,18.4,5297,11.7,299,0.7,374,0.8,568,1.3,126,0.3,37467
"163",6011,6851,5386,4230,4207,"COLUSA COUNTY",23,"CA",0.785369476420349,0.00543735224586288,"Colusa County, California","62.8","10.6","7113","56704",21464,16226.784,7672,35.7,13792,64.3,12655,59,277,1.3,159,0.7,324,1.5,53,0.2,15581
"164",6013,481355,408569,310580,309319,"CONTRA COSTA COUNTY",1261,"CA",0.760165357626252,0.00406014553416189,"Contra Costa County, California","64.7","6.5","392277","93712",1133247,902064.612,502951,44.4,630296,55.6,288101,25.4,93683,8.3,2376,0.2,182135,16.1,5251,0.5,871947
"165",6015,9790,8678,6258,6137,"DEL NORTE COUNTY",121,"CA",0.721133901820696,0.019335250878875,"Del Norte County, California","43.8","15.9","9799","45258",27424,21994.048,17172,62.6,10252,37.4,5340,19.5,758,2.8,1841,6.7,937,3.4,17,0.1,21470
"166",6017,97024,83993,73895,73895,"EL DORADO COUNTY",0,"CA",0.87977569559368,0,"El Dorado County, California","57.9","5.4","69172","80582",186661,153622.003,145990,78.2,40671,21.8,23631,12.7,1432,0.8,939,0.5,8237,4.4,396,0.2,148645
"167",6019,291890,253400,161941,160103,"FRESNO COUNTY",1838,"CA",0.639072612470402,0.0113498125860653,"Fresno County, California","60.8","19.7","304624","51261",978130,726750.59,291455,29.8,686675,70.2,515907,52.7,44474,4.5,4458,0.5,97991,10,1104,0.1,698151
"168",6021,9761,9587,7651,7624,"GLENN COUNTY",27,"CA",0.798059872744341,0.00352895046399163,"Glenn County, California","55.3","14.5","10017","47395",27897,21341.205,14507,52,13390,48,11504,41.2,223,0.8,414,1.5,820,2.9,17,0.1,20427
"169",6023,60983,50332,35290,35140,"HUMBOLDT COUNTY",150,"CA",0.70114440117619,0.00425049589118731,"Humboldt County, California","59.1","10.2","54267","45528",135768,112144.368,101305,74.6,34463,25.4,15360,11.3,1342,1,5919,4.4,4049,3,369,0.3,109509
"170",6025,48895,38199,27524,26963,"IMPERIAL COUNTY",561,"CA",0.720542422576507,0.020382211887807,"Imperial County, California","53.1","21","44057","45834",180216,133900.488,19773,11,160443,89,151019,83.8,3906,2.2,1076,0.6,2376,1.3,307,0.2,128540
"171",6027,8342,6944,5143,5120,"INYO COUNTY",23,"CA",0.740639400921659,0.00447209799727785,"Inyo County, California","57.4","9","8083","52874",18085,14865.87,11389,63,6696,37,3927,21.7,160,0.9,1944,10.7,289,1.6,35,0.2,14450
"172",6029,251056,233316,140097,138944,"KERN COUNTY",1153,"CA",0.600460319909479,0.00823001206307059,"Kern County, California","58.2","18","267913","52479",883053,652576.167,307030,34.8,576023,65.2,465842,52.8,45053,5.1,4202,0.5,40273,4.6,1153,0.1,625303
"173",6031,35019,40317,27234,27179,"KINGS COUNTY",55,"CA",0.675496688741722,0.00201953440552251,"Kings County, California","54.8","16.6","42735","53865",150075,113456.7,49058,32.7,101017,67.3,81154,54.1,8784,5.9,1227,0.8,5737,3.8,285,0.2,109140
"174",6033,25085,22781,17071,16922,"LAKE COUNTY",149,"CA",0.74935253061762,0.00872825259211528,"Lake County, California","50","16.4","25966","42475",64148,52344.768,45623,71.1,18525,28.9,12830,20,1426,2.2,2090,3.3,642,1,30,0,50858
"175",6035,10807,10825,6622,6609,"LASSEN COUNTY",13,"CA",0.611732101616628,0.00196315312594382,"Lassen County, California","35.1","10.1","9493","56362",31185,26725.545,20528,65.8,10657,34.2,5834,18.7,2695,8.6,847,2.7,436,1.4,205,0.7,26259
"176",6037,3551506,2412019,1297567,1283648,"LOS ANGELES COUNTY",13919,"CA",0.537958863508123,0.0107269990682562,"Los Angeles County, California","64.5","12.2","3306109","64251",10098052,8118833.808,2659052,26.3,7439000,73.7,4893603,48.5,795505,7.9,20307,0.2,1451560,14.4,24821,0.2,7851531
"177",6039,44186,38495,29118,28975,"MADERA COUNTY",143,"CA",0.756409923366671,0.00491105158321313,"Madera County, California","53.8","16.9","44759","52884",155013,117189.828,53531,34.5,101482,65.5,88806,57.3,4835,3.1,1504,1,3047,2,136,0.1,112199
"178",6041,143041,118942,101490,100442,"MARIN COUNTY",1048,"CA",0.853273023826739,0.0103261405064538,"Marin County, California","64.2","4.1","105258","110217",260295,212921.31,185809,71.4,74486,28.6,41335,15.9,5597,2.2,435,0.2,14815,5.7,292,0.1,207387
"179",6043,9209,7704,6581,6534,"MARIPOSA COUNTY",47,"CA",0.854231568016615,0.00714177176720863,"Mariposa County, California","51.5","9.4","7700","51199",17540,15014.24,14125,80.5,3415,19.5,1909,10.9,166,0.9,390,2.2,243,1.4,54,0.3,14675
"180",6045,38730,41622,32694,32694,"MENDOCINO COUNTY",0,"CA",0.785498053913796,0,"Mendocino County, California","58.6","13.5","34090","49233",87422,71074.086,57314,65.6,30108,34.4,21679,24.8,511,0.6,2839,3.2,1667,1.9,170,0.2,68531
"181",6047,72631,67800,38598,38302,"MERCED COUNTY",296,"CA",0.56929203539823,0.00766879112907405,"Merced County, California","59.4","19","79606","50129",269075,198039.2,76008,28.2,193067,71.8,158494,58.9,8038,3,840,0.3,19487,7.2,556,0.2,189013
"182",6049,3886,3762,2816,2782,"MODOC COUNTY",34,"CA",0.748538011695906,0.0120738636363636,"Modoc County, California","45.8","9","3660","45149",8938,7427.478,6962,77.9,1976,22.1,1292,14.5,149,1.7,291,3.3,130,1.5,6,0.1,7205
"183",6051,5485,4089,3369,3347,"MONO COUNTY",22,"CA",0.823917828319883,0.00653012763431285,"Mono County, California","73.1","4","4847","63018",14174,11806.942,9234,65.1,4940,34.9,3866,27.3,40,0.3,342,2.4,336,2.4,0,0,11485
"184",6053,137102,136722,103304,102596,"MONTEREY COUNTY",708,"CA",0.755577010283641,0.00685355842948966,"Monterey County, California","60.6","10.5","126052","66676",433212,331407.18,131238,30.3,301974,69.7,252588,58.3,10606,2.4,1046,0.2,23647,5.5,1963,0.5,319087
"185",6055,61040,71288,59146,58725,"NAPA COUNTY",421,"CA",0.829676803950174,0.00711797923781828,"Napa County, California","65.2","5.2","49032","84753",140530,114531.95,74159,52.8,66371,47.2,47687,33.9,2764,2,326,0.2,11210,8,264,0.2,110636
"186",6057,56800,53407,44282,44257,"NEVADA COUNTY",25,"CA",0.829142247270957,0.000564563479517637,"Nevada County, California","55.2","6.2","40904","63240",99092,84228.2,84470,85.2,14622,14.8,9281,9.4,601,0.6,570,0.6,989,1,154,0.2,81903
"187",6059,1239405,1009502,725435,722604,"ORANGE COUNTY",2831,"CA",0.718606798203471,0.00390248609455017,"Orange County, California","65.6","7.9","1032373","85398",3164182,2537673.964,1296036,41,1868146,59,1080195,34.1,50412,1.6,6348,0.2,629637,19.9,8541,0.3,2452994
"188",6061,190550,163360,132798,132165,"PLACER COUNTY",633,"CA",0.812916258570029,0.00476663805177789,"Placer County, California","60.2","5.7","140661","84357",380077,304821.754,278380,73.2,101697,26.8,52498,13.8,5868,1.5,1244,0.3,27196,7.2,576,0.2,294358
"189",6063,10083,11932,10045,10044,"PLUMAS COUNTY",1,"CA",0.8418538384177,9.95520159283225e-05,"Plumas County, California","50.4","6.8","8047","53270",18699,15987.645,15571,83.3,3128,16.7,1629,8.7,194,1,387,2.1,200,1.1,41,0.2,15636
"190",6065,769193,722448,511082,504555,"RIVERSIDE COUNTY",6527,"CA",0.707430846233916,0.0127709447798983,"Riverside County, California","60.1","11.3","718349","63948",2383286,1842280.078,856468,35.9,1526818,64.1,1154517,48.4,144503,6.1,10064,0.4,147706,6.2,5846,0.2,1769478
"191",6067,575711,511585,374554,372597,"SACRAMENTO COUNTY",1957,"CA",0.732144218458321,0.00522488079155476,"Sacramento County, California","62.5","11.8","536029","63902",1510023,1186878.078,682500,45.2,827523,54.8,347025,23,144003,9.5,5469,0.4,231740,15.3,16335,1.1,1147262
"192",6069,22544,20954,16090,15986,"SAN BENITO COUNTY",104,"CA",0.767872482580891,0.00646364201367309,"San Benito County, California","68.2","7.3","17740","81977",59416,45690.904,20780,35,38636,65,35248,59.3,434,0.7,193,0.3,1705,2.9,79,0.1,43813
"193",6071,672871,561169,387462,385556,"SAN BERNARDINO COUNTY",1906,"CA",0.690455103542783,0.00491919207561,"San Bernardino County, California","60.7","13.7","630633","60164",2135413,1629320.119,623262,29.2,1512151,70.8,1127813,52.8,168864,7.9,7409,0.3,145652,6.8,6037,0.3,1562561
"194",6073,1346513,1106173,860692,856937,"SAN DIEGO COUNTY",3755,"CA",0.778080824608809,0.00436276856297026,"San Diego County, California","65.7","8.7","1118980","74855",3302833,2655477.732,1515380,45.9,1787453,54.1,1106925,33.5,155536,4.7,12282,0.4,382336,11.6,12811,0.4,2576489
"195",6075,414528,266090,265266,263091,"SAN FRANCISCO COUNTY",2175,"CA",0.996903303393589,0.0081993169120807,"San Francisco County, California","70.8","5.8","359673","104552",870044,764768.676,353670,40.6,516374,59.4,132651,15.2,43619,5,1363,0.2,294846,33.9,2694,0.3,753147
"196",6077,230468,241984,153857,152794,"SAN JOAQUIN COUNTY",1063,"CA",0.635814764612536,0.00690901291458952,"San Joaquin County, California","60.5","12.7","226727","61145",732212,553552.272,237887,32.5,494325,67.5,301256,41.1,49926,6.8,1536,0.2,110164,15,3959,0.5,530706
"197",6079,142444,125959,99868,98691,"SAN LUIS OBISPO COUNTY",1177,"CA",0.792861169110584,0.0117855569351544,"San Luis Obispo County, California","58","6.5","105317","70699",281455,236703.655,194574,69.1,86881,30.9,63002,22.4,4912,1.7,1363,0.5,9924,3.5,258,0.1,230963
"198",6081,323303,270495,219214,218289,"SAN MATEO COUNTY",925,"CA",0.810417937484981,0.00421962100960705,"San Mateo County, California","68.7","4.2","261969","113776",765935,622705.155,303047,39.6,462888,60.4,189002,24.7,16838,2.2,1151,0.2,212474,27.7,10272,1.3,604687
"199",6083,182264,155017,121488,120612,"SANTA BARBARA COUNTY",876,"CA",0.783707593360728,0.00721058870011853,"Santa Barbara County, California","64","9","144962","71657",443738,355434.138,199356,44.9,244382,55.1,200060,45.1,7881,1.8,1407,0.3,22996,5.2,482,0.1,344621
"200",6085,724596,694904,537982,534217,"SANTA CLARA COUNTY",3765,"CA",0.77418175748017,0.00699837541032971,"Santa Clara County, California","67.4","4.9","635525","116178",1922200,1537760,615912,32,1306288,68,495455,25.8,45379,2.4,3003,0.2,685265,35.7,6231,0.3,1489516
