FIPSCode,State,transmitted,counted,rejected
4603700000,SD,815,815,0
4603900000,SD,402,399,3
4604100000,SD,202,201,2
4604300000,SD,305,305,0
4604500000,SD,401,396,5
4604700000,SD,1325,1304,5
4604900000,SD,223,222,1
4605100000,SD,930,930,0
4605300000,SD,353,352,1
4605500000,SD,279,279,0
4605700000,SD,470,470,0
4605900000,SD,469,466,3
4606100000,SD,966,958,8
4606300000,SD,150,149,0
4606500000,SD,1977,1967,10
4606700000,SD,552,547,5
4606900000,SD,155,150,0
4607100000,SD,215,215,0
4607300000,SD,243,240,0
4607500000,SD,104,104,1
4607700000,SD,371,370,1
4607900000,SD,3308,3283,25
4608100000,SD,5003,5057,12
4608300000,SD,6004,5994,10
4608500000,SD,196,189,3
4608700000,SD,541,539,2
4608900000,SD,446,446,0
4609100000,SD,369,369,0
4609300000,SD,3024,3013,11
4609500000,SD,144,144,0
4609700000,SD,195,191,1
4609900000,SD,18670,18593,77
4610100000,SD,624,624,0
4610300000,SD,20341,19541,76
4610500000,SD,260,251,4
4610700000,SD,294,293,1
4610900000,SD,586,586,2
4611100000,SD,174,174,0
4611300000,SD,256,251,0
4611500000,SD,550,547,3
4611700000,SD,415,415,0
4611900000,SD,181,181,0
4612100000,SD,206,204,2
4612300000,SD,561,559,2
4612500000,SD,651,651,0
4612700000,SD,1876,1867,9
4612900000,SD,352,352,0
4613500000,SD,4477,4468,9
4613700000,SD,91,89,1
4700100000,TN,929,880,0
4700300000,TN,261,242,5
4700500000,TN,166,155,0
4700700000,TN,162,150,0
4700900000,TN,1382,1314,22
4701100000,TN,652,601,0
4701300000,TN,298,282,3
4701500000,TN,133,126,0
4701700000,TN,251,231,2
4701900000,TN,603,562,0
4702100000,TN,337,266,2
4702300000,TN,166,155,3
4702500000,TN,291,279,2
4702700000,TN,102,86,0
4702900000,TN,297,283,0
4703100000,TN,327,310,0
4703300000,TN,96,87,0
4703500000,TN,1016,958,5
4703700000,TN,5637,4491,3
4703900000,TN,134,126,0
4704100000,TN,190,180,0
4704300000,TN,580,559,2
4704500000,TN,213,189,0
4704700000,TN,295,272,0
4704900000,TN,198,178,0
4705100000,TN,378,341,2
4705300000,TN,315,290,0
4705500000,TN,230,219,0
4705700000,TN,253,235,3
4705900000,TN,703,675,0
4706100000,TN,96,96,0
4706300000,TN,441,406,8
4706500000,TN,3770,3377,0
4706700000,TN,76,69,0
4706900000,TN,478,433,6
4707100000,TN,236,198,3
4707300000,TN,438,416,9
4707500000,TN,334,316,8
4707700000,TN,217,207,0
4707900000,TN,306,283,0
4708100000,TN,181,174,1
4708300000,TN,160,155,0
4708500000,TN,257,230,3
4708700000,TN,133,125,2
4708900000,TN,1008,794,19
4709100000,TN,227,214,0
4709300000,TN,5051,4443,75
4709500000,TN,61,56,0
4709700000,TN,327,302,0
4709900000,TN,237,237,0
4710100000,TN,119,116,0
4710300000,TN,260,249,0
4710500000,TN,1272,1227,0
4710700000,TN,408,384,2
4710900000,TN,250,221,0
4711100000,TN,125,111,6
4711300000,TN,1150,1033,33
4711500000,TN,272,264,2
4711700000,TN,197,187,1
4711900000,TN,584,546,7
4712100000,TN,120,109,0
4712300000,TN,953,886,3
4712500000,TN,1008,898,0
4712700000,TN,44,39,0
4712900000,TN,173,170,0
4713100000,TN,308,284,5
4713300000,TN,189,184,0
4713500000,TN,76,70,0
4713700000,TN,109,105,0
4713900000,TN,219,193,0
4714100000,TN,622,586,0
4714300000,TN,294,285,0
4714500000,TN,584,570,7
4714700000,TN,429,401,0
4714900000,TN,1602,1445,0
4715100000,TN,258,243,0
4715300000,TN,78,70,3
4715500000,TN,981,863,11
4715700000,TN,5609,4646,264
4715900000,TN,131,122,0
4716100000,TN,198,189,1
4716300000,TN,1945,1846,0
4716500000,TN,1708,1560,0
4716700000,TN,264,245,8
4716900000,TN,60,59,0
4717100000,TN,190,181,0
4717300000,TN,301,286,1
4717500000,TN,49,47,1
4717700000,TN,196,179,8
4717900000,TN,1291,1203,38
4718100000,TN,145,138,0
4718300000,TN,273,259,0
4718500000,TN,251,235,0
4718700000,TN,2608,2312,4
4718900000,TN,856,811,0
4800100000,TX,906,791,NA
4800300000,TX,158,139,8
4800500000,TX,1665,1495,3
4800700000,TX,915,894,3
4800900000,TX,191,185,1
4801100000,TX,65,62,0
4801300000,TX,630,528,16
4801500000,TX,509,462,2
4801700000,TX,128,NA,NA
4801900000,TX,506,NA,NA
4802100000,TX,NA,NA,NA
4802300000,TX,NA,NA,NA
4802500000,TX,1112,865,17
4802700000,TX,NA,NA,NA
4802900000,TX,38153,32786,300
4803100000,TX,NA,NA,NA
4803300000,TX,29,23,6
4803500000,TX,680,627,5
4803700000,TX,2903,2456,30
4803900000,TX,5342,4606,43
4804100000,TX,3501,2881,47
4804300000,TX,NA,NA,NA
4804500000,TX,67,65,0
4804700000,TX,342,NA,NA
4804900000,TX,1135,1110,7
4805100000,TX,560,500,10
4805300000,TX,1787,NA,NA
4805500000,TX,670,576,30
4805700000,TX,355,NA,NA
4805900000,TX,449,NA,NA
4806100000,TX,3676,3040,41
4806300000,TX,251,234,0
4806500000,TX,139,125,4
4806700000,TX,894,811,NA
4806900000,TX,NA,NA,NA
4807100000,TX,452,NA,NA
4807300000,TX,1186,NA,NA
4807500000,TX,120,NA,NA
4807700000,TX,NA,NA,NA
4807900000,TX,NA,NA,NA
4808100000,TX,121,112,0
4808300000,TX,300,274,0
4808500000,TX,14654,12685,303
4808700000,TX,89,75,0
4808900000,TX,452,426,3
4809100000,TX,5241,4733,69
4809300000,TX,376,327,2
4809500000,TX,0,0,NA
4809700000,TX,682,583,9
4809900000,TX,1139,1032,6
4810100000,TX,49,34,NA
4810300000,TX,58,53,NA
4810500000,TX,61,57,0
4810700000,TX,NA,NA,NA
4810900000,TX,41,NA,NA
4811100000,TX,123,118,0
4811300000,TX,43631,38527,620
4811500000,TX,NA,NA,NA
4811700000,TX,NA,NA,NA
4811900000,TX,NA,NA,NA
4812100000,TX,12846,11004,NA
4812300000,TX,349,349,0
4812500000,TX,NA,NA,NA
4812700000,TX,NA,NA,NA
4812900000,TX,61,58,0
4813100000,TX,986,798,9
4813300000,TX,667,643,0
4813500000,TX,1950,32,NA
4813700000,TX,102,95,0
4813900000,TX,2358,2086,38
4814100000,TX,9766,7851,186
4814300000,TX,950,900,5
4814500000,TX,NA,NA,NA
4814700000,TX,809,706,103
4814900000,TX,709,NA,NA
4815100000,TX,0,0,0
4815300000,TX,164,146,2
4815500000,TX,4,4,0
4815700000,TX,14330,12087,392
4815900000,TX,257,NA,NA
4816100000,TX,603,NA,NA
4816300000,TX,804,525,25
4816500000,TX,156,137,1
4816700000,TX,9221,7647,278
4816900000,TX,90,84,NA
4817100000,TX,1332,NA,NA
4817300000,TX,46,43,0
4817500000,TX,171,NA,NA
4817700000,TX,NA,NA,NA
4817900000,TX,640,NA,NA
4818100000,TX,2530,2352,NA
4818300000,TX,4088,3034,350
4818500000,TX,750,NA,NA
4818700000,TX,2276,NA,NA
4818900000,TX,751,643,26
4819100000,TX,NA,NA,NA
4819300000,TX,256,498,-2176
4819500000,TX,NA,NA,NA
4819700000,TX,120,111,111
4819900000,TX,978,NA,NA
4820100000,TX,104856,94196,1095
4820300000,TX,1541,1277,57
4820500000,TX,114,104,0
4820700000,TX,103,94,0
4820900000,TX,5883,4601,NA
4821100000,TX,105,NA,NA
4821300000,TX,2568,2268,39
4821500000,TX,0,7618,183
4821700000,TX,933,797,6
4821900000,TX,278,256,0
4822100000,TX,2398,2115,29
4822300000,TX,NA,NA,NA
4822500000,TX,522,409,25
4822700000,TX,715,NA,NA
4822900000,TX,NA,NA,NA
4823100000,TX,1649,1499,7
4823300000,TX,257,240,0
4823500000,TX,60,60,0
4823700000,TX,171,160,2
4823900000,TX,317,311,3
4824100000,TX,558,NA,NA
4824300000,TX,90,NA,NA
4824500000,TX,5734,4821,21
4824700000,TX,1248,467,14
4824900000,TX,1223,744,188
4825100000,TX,2558,2268,46
4825300000,TX,465,419,18
4825500000,TX,579,525,2
4825700000,TX,1744,1589,19
4825900000,TX,1346,1160,20
4826100000,TX,11,8,0
4826300000,TX,44,42,0
4826500000,TX,2710,NA,NA
4826700000,TX,144,137,3
4826900000,TX,0,0,0
4827100000,TX,NA,NA,NA
4827300000,TX,663,576,10
4827500000,TX,NA,NA,NA
4827700000,TX,1637,NA,NA
4827900000,TX,324,223,88
4828100000,TX,647,NA,NA
4828300000,TX,1,0,1
4828500000,TX,541,513,4
4828700000,TX,335,301,4
4828900000,TX,423,413,0
4829100000,TX,NA,NA,NA
4829300000,TX,473,414,1
4829500000,TX,134,NA,NA
4829700000,TX,NA,NA,NA
4829900000,TX,1225,1106,36
4830100000,TX,0,0,0
4830300000,TX,5390,4740,19
4830500000,TX,46,44,NA
4830700000,TX,243,224,NA
4830900000,TX,5832,5254,37
4831100000,TX,17,17,0
4831300000,TX,250,245,3
4831500000,TX,357,334,NA
4831700000,TX,43,42,1
4831900000,TX,182,NA,NA
4832100000,TX,727,NA,NA
4832300000,TX,731,491,25
4832500000,TX,NA,792,NA
4832700000,TX,75,71,0
4832900000,TX,1944,1612,NA
4833100000,TX,612,534,0
4833300000,TX,195,169,NA
4833500000,TX,104,87,0
4833700000,TX,NA,NA,NA
4833900000,TX,13210,11540,40
4834100000,TX,199,186,0
4834300000,TX,NA,NA,NA
4834500000,TX,NA,NA,NA
4834700000,TX,1187,1134,15
4834900000,TX,1117,NA,NA
4835100000,TX,363,343,0
4835300000,TX,273,241,3
4835500000,TX,NA,NA,NA
4835700000,TX,NA,NA,NA
4835900000,TX,50,48,0
4836100000,TX,2203,1905,23
4836300000,TX,741,655,5
4836500000,TX,603,521,30
4836700000,TX,2392,2131,16
4836900000,TX,91,91,NA
4837100000,TX,349,284,31
4837300000,TX,4864,NA,NA
4837500000,TX,2087,1735,12
4837700000,TX,1373,0,112
4837900000,TX,275,255,1
4838100000,TX,2933,2716,17
4838300000,TX,45,NA,NA
4838500000,TX,99,NA,NA
4838700000,TX,255,238,NA
4838900000,TX,370,280,0
4839100000,TX,223,NA,NA
4839300000,TX,62,56,1
4839500000,TX,580,509,4
4839700000,TX,2095,1811,NA
4839900000,TX,357,324,0
4840100000,TX,1664,NA,NA
4840300000,TX,289,267,2
4840500000,TX,235,208,1
4840700000,TX,652,578,5
4840900000,TX,1901,1609,13
4841100000,TX,NA,NA,NA
4841300000,TX,80,76,0
4841500000,TX,271,249,0
4841700000,TX,134,NA,NA
4841900000,TX,474,NA,NA
4842100000,TX,56,56,3
4842300000,TX,195,NA,NA
4842500000,TX,136,NA,NA
4842700000,TX,596,537,NA
4842900000,TX,266,236,0
4843100000,TX,36,NA,NA
4843300000,TX,47,47,0
4843500000,TX,NA,NA,NA
4843700000,TX,197,182,0
4843900000,TX,40375,34539,410
4844100000,TX,3080,2728,22
4844300000,TX,58,54,1
4844500000,TX,175,161,0
4844700000,TX,55,48,2
4844900000,TX,NA,NA,NA
4845100000,TX,2753,2524,NA
4845300000,TX,23419,20501,556
4845500000,TX,240,NA,NA
4845700000,TX,562,515,3
4845900000,TX,1131,1010,1
4846100000,TX,72,62,3
4846300000,TX,1003,780,5
4846500000,TX,1025,NA,NA
4846700000,TX,1088,950,27
4846900000,TX,3255,2712,59
4847100000,TX,990,870,14
4847300000,TX,825,666,NA
4847500000,TX,251,204,3
4847700000,TX,833,769,NA
4847900000,TX,1669,1266,37
4848100000,TX,904,NA,NA
4848300000,TX,NA,NA,NA
4848500000,TX,2332,2210,NA
4848700000,TX,NA,NA,NA
4848900000,TX,341,NA,NA
4849100000,TX,11116,NA,NA
4849300000,TX,934,859,3
4849500000,TX,73,6,61
4849700000,TX,1053,992,0
4849900000,TX,1724,1530,45
4850100000,TX,76,68,0
4850300000,TX,818,705,NA
4850500000,TX,NA,NA,NA
4850700000,TX,484,279,6
4900100000,UT,3114,2330,NA
4900300000,UT,6423,4899,NA
4900500000,UT,58177,43319,NA
4900700000,UT,1206,906,NA
4900900000,UT,154,135,NA
4901100000,UT,164453,119865,NA
4901300000,UT,8800,7013,NA
4901500000,UT,208,188,NA
4901700000,UT,2977,2393,NA
4901900000,UT,5225,4521,NA
4902100000,UT,23925,14301,NA
4902300000,UT,5453,4186,NA
4902500000,UT,4095,2715,NA
4902700000,UT,6216,5046,NA
4902900000,UT,6154,4498,NA
4903100000,UT,127,103,NA
4903300000,UT,1370,1129,NA
4903500000,UT,526924,355322,NA
4903700000,UT,7255,5341,NA
4903900000,UT,12043,9531,NA
4904100000,UT,10120,7028,NA
4904300000,UT,25363,18210,NA
4904500000,UT,10785,7753,NA
4904700000,UT,14854,10711,NA
4904900000,UT,44408,32128,NA
4905100000,UT,15168,11774,NA
4905300000,UT,19477,15898,NA
4905500000,UT,1632,1425,NA
4905700000,UT,104086,73218,NA
5151000000,VA,19166,18580,NA
5152000000,VA,794,747,NA
5153000000,VA,237,227,NA
5154000000,VA,3231,2984,NA
5155000000,VA,15317,14409,NA
5157000000,VA,1232,1189,NA
5158000000,VA,183,178,NA
5159000000,VA,2181,2086,NA
5161000000,VA,2463,2408,NA
5162000000,VA,374,351,NA
5163000000,VA,1438,1348,NA
5164000000,VA,291,272,NA
5165000000,VA,6865,6567,NA
5166000000,VA,1406,1342,NA
5167000000,VA,833,760,NA
5168000000,VA,2678,2397,NA
5169000000,VA,598,575,NA
5160000000,VA,2556,2428,NA
5171000000,VA,6658,5952,NA
5172000000,VA,178,170,NA
5173000000,VA,2418,2315,NA
5174000000,VA,4266,4023,NA
5175000000,VA,526,492,NA
5176000000,VA,8116,6410,NA
5177000000,VA,4777,4491,NA
5179000000,VA,1280,1200,NA
5170000000,VA,5903,5279,NA
5181000000,VA,29655,27469,NA
5182000000,VA,737,686,NA
5183000000,VA,932,888,NA
5184000000,VA,1370,1284,NA
5180000000,VA,5838,5620,NA
5100100000,VA,1604,1487,NA
5100300000,VA,7328,6686,NA
5100500000,VA,575,542,NA
5100700000,VA,839,816,NA
5100900000,VA,1266,729,NA
5101100000,VA,551,513,NA
5101300000,VA,36083,35005,NA
5101500000,VA,2732,2577,NA
5101700000,VA,214,196,NA
5101900000,VA,3821,3610,NA
5102100000,VA,217,206,NA
5102300000,VA,1736,1665,NA
5102500000,VA,852,830,NA
5102700000,VA,1010,950,NA
5102900000,VA,546,515,NA
5103100000,VA,2072,1937,NA
5103300000,VA,1347,1293,NA
5103500000,VA,1229,1168,NA
5103600000,VA,624,589,NA
5103700000,VA,434,243,NA
5104100000,VA,18585,17028,NA
5104300000,VA,1080,1015,NA
5104500000,VA,182,172,NA
5104700000,VA,2593,2490,NA
5104900000,VA,369,347,NA
5105100000,VA,828,795,NA
5105300000,VA,1615,1503,NA
5105700000,VA,646,634,NA
5105900000,VA,120723,114257,NA
5106100000,VA,4899,4526,NA
5106300000,VA,1086,1058,NA
5106500000,VA,1941,1867,NA
5106700000,VA,2200,2103,NA
5106900000,VA,3455,3225,NA
5107100000,VA,697,680,NA
5107300000,VA,1649,1528,NA
5107500000,VA,1568,1477,NA
5107700000,VA,777,748,NA
5107900000,VA,1094,1030,NA
5108100000,VA,289,266,NA
5108300000,VA,1699,1625,NA
5108500000,VA,5802,5375,NA
5108700000,VA,18038,16147,NA
5108900000,VA,2205,2103,NA
5109100000,VA,124,123,NA
5109300000,VA,1962,1800,NA
5109500000,VA,7176,6874,NA
5109700000,VA,380,346,NA
5109900000,VA,1513,1450,NA
5110100000,VA,582,529,NA
5110300000,VA,812,759,NA
5110500000,VA,792,744,NA
5110700000,VA,32455,30289,NA
5110900000,VA,1956,1856,NA
5111100000,VA,527,502,NA
5111300000,VA,666,641,NA
5111500000,VA,1173,1137,NA
5111700000,VA,2068,1999,NA
5111900000,VA,652,611,NA
5112100000,VA,3303,3071,NA
5112500000,VA,609,562,NA
5112700000,VA,998,941,NA
5113100000,VA,803,751,NA
5113300000,VA,871,811,NA
5113500000,VA,733,684,NA
5113700000,VA,1561,1437,NA
5113900000,VA,908,882,NA
5114100000,VA,784,737,NA
5114300000,VA,3023,2914,NA
5114500000,VA,1579,1502,NA
5114700000,VA,792,746,NA
5114900000,VA,1687,1592,NA
5115300000,VA,50530,48298,NA
5115500000,VA,1123,1062,NA
5115700000,VA,463,420,NA
5115900000,VA,294,257,NA
5116100000,VA,5221,4930,NA
5116300000,VA,946,906,NA
5116500000,VA,2602,2446,NA
5116700000,VA,1178,1147,NA
5116900000,VA,985,967,NA
5117100000,VA,1843,1740,NA
5117300000,VA,883,833,NA
5117500000,VA,635,597,NA
5117700000,VA,9069,8593,NA
5117900000,VA,9051,8447,NA
5118100000,VA,550,523,NA
5118300000,VA,393,365,NA
5118500000,VA,1777,1658,NA
5118700000,VA,1744,1625,NA
5119100000,VA,2771,2641,NA
5119300000,VA,1148,1097,NA
5119500000,VA,1412,1336,NA
5119700000,VA,910,846,NA
5119900000,VA,3560,3274,NA
5159500000,VA,143,129,NA
5167800000,VA,429,392,NA
5168300000,VA,2950,2827,NA
5168500000,VA,1157,1088,NA
5173500000,VA,871,822,NA
5177500000,VA,1420,1324,NA
7800000000,VI,204,143,NA
5000100325,VT,268,NA,NA
5000108575,VT,0,NA,NA
5000109025,VT,523,NA,NA
5000116000,VT,313,NA,NA
5000126275,VT,610,NA,NA
5000128600,VT,22,NA,NA
5000129575,VT,42,NA,NA
5000131525,VT,27,NA,NA
5000139325,VT,84,NA,NA
5000140075,VT,179,NA,NA
5000144350,VT,1741,NA,NA
5000145550,VT,302,NA,NA
5000148700,VT,217,NA,NA
5000153725,VT,138,NA,NA
5000153950,VT,111,NA,NA
5000159650,VT,71,NA,NA
5000162575,VT,671,NA,NA
5000165050,VT,144,NA,NA
5000170075,VT,270,NA,NA
5000174650,VT,237,NA,NA
5000176075,VT,92,NA,NA
5000183275,VT,0,NA,NA
5000183800,VT,25,NA,NA
5000301450,VT,297,NA,NA
5000304825,VT,1640,NA,NA
5000317725,VT,310,NA,NA
5000339025,VT,24,NA,NA
5000342850,VT,1134,NA,NA
5000355000,VT,37,NA,NA
5000357025,VT,411,NA,NA
5000358600,VT,54,NA,NA
5000361000,VT,114,NA,NA
5000362875,VT,965,NA,NA
5000363175,VT,92,NA,NA
5000363550,VT,887,NA,NA
5000369775,VT,47,NA,NA
5000371425,VT,118,NA,NA
5000385075,VT,218,NA,NA
5000385675,VT,27,NA,NA
5000502875,VT,212,NA,NA
5000510450,VT,234,NA,NA
5000517125,VT,585,NA,NA
5000530550,VT,91,NA,NA
5000531825,VT,341,NA,NA
5000537900,VT,45,NA,NA
5000541725,VT,505,NA,NA
5000547725,VT,82,NA,NA
5000554400,VT,128,NA,NA
5000561525,VT,67,NA,NA
5000562200,VT,1063,NA,NA
5000564075,VT,41,NA,NA
5000569925,VT,11,NA,NA
5000571575,VT,122,NA,NA
5000575700,VT,187,NA,NA
5000577125,VT,175,NA,NA
5000583500,VT,76,NA,NA
5000706550,VT,131,NA,NA
5000710675,VT,5444,NA,NA
5000713300,VT,1028,NA,NA
5000714875,VT,3124,NA,NA
5000724175,VT,3948,NA,NA
5000733475,VT,1139,NA,NA
5000734600,VT,264,NA,NA
5000736700,VT,1334,NA,NA
5000745250,VT,2269,NA,NA
5000759275,VT,887,NA,NA
5000762050,VT,342,NA,NA
5000764300,VT,1,NA,NA
5000766175,VT,2594,NA,NA
5000773975,VT,676,NA,NA
5000780350,VT,339,NA,NA
5000784475,VT,2451,NA,NA
5000785150,VT,699,NA,NA
5000906325,VT,18,NA,NA
5000908725,VT,114,NA,NA
5000910075,VT,2,NA,NA
5000911800,VT,67,NA,NA
5000915250,VT,130,NA,NA
5000921250,VT,46,NA,NA
5000929125,VT,11,NA,NA
5000930775,VT,35,NA,NA
5000939700,VT,6,NA,NA
5000941425,VT,84,NA,NA
5000942475,VT,15,NA,NA
5000952750,VT,18,NA,NA
5000975175,VT,33,NA,NA
5001102500,VT,105,NA,NA
5001105425,VT,176,NA,NA
5001123875,VT,730,NA,NA
5001124925,VT,588,NA,NA
5001125225,VT,194,NA,NA
5001126500,VT,227,NA,NA
5001127100,VT,172,NA,NA
5001127700,VT,547,NA,NA
5001133025,VT,345,NA,NA
5001145850,VT,244,NA,NA
5001159125,VT,309,NA,NA
5001161675,VT,204,NA,NA
5001161750,VT,3681,NA,NA
5001164600,VT,446,NA,NA
5001171725,VT,666,NA,NA
5001300700,VT,252,NA,NA
5001329275,VT,369,NA,NA
5001335875,VT,92,NA,NA
5001350650,VT,196,NA,NA
5001367000,VT,162,NA,NA
5001504375,VT,11,NA,NA
5001511500,VT,537,NA,NA
5001523500,VT,136,NA,NA
5001523725,VT,102,NA,NA
5001535050,VT,472,NA,NA
5001537075,VT,450,NA,NA
5001546675,VT,952,NA,NA
5001570525,VT,1147,NA,NA
5001577425,VT,50,NA,NA
5001585375,VT,215,NA,NA
5001707375,VT,243,NA,NA
5001707600,VT,110,NA,NA
5001709325,VT,225,NA,NA
5001713525,VT,139,NA,NA
5001715700,VT,149,NA,NA
5001725675,VT,101,NA,NA
5001748175,VT,238,NA,NA
5001753425,VT,135,NA,NA
5001758075,VT,734,NA,NA
5001770675,VT,185,NA,NA
5001772400,VT,377,NA,NA
5001773075,VT,137,NA,NA
5001773675,VT,159,NA,NA
5001774950,VT,68,NA,NA
5001776750,VT,0,NA,NA
5001779975,VT,38,NA,NA
5001784175,VT,381,NA,NA
5001900475,VT,105,NA,NA
5001903550,VT,350,NA,NA
5001909850,VT,117,NA,NA
5001913150,VT,120,NA,NA
5001916150,VT,117,NA,NA
5001916300,VT,178,NA,NA
5001917350,VT,688,NA,NA
5001928075,VT,180,NA,NA
5001930175,VT,164,NA,NA
5001933775,VT,72,NA,NA
5001935575,VT,109,NA,NA
5001936325,VT,54,NA,NA
5001940525,VT,104,NA,NA
5001946450,VT,127,NA,NA
5001948850,VT,397,NA,NA
5001948925,VT,187,NA,NA
5001973525,VT,202,NA,NA
5001980200,VT,81,NA,NA
5001981700,VT,74,NA,NA
5002105200,VT,111,NA,NA
5002107750,VT,533,NA,NA
5002111950,VT,417,NA,NA
5002114350,VT,165,NA,NA
5002114500,VT,255,NA,NA
5002116825,VT,269,NA,NA
5002125375,VT,236,NA,NA
5002134450,VT,105,NA,NA
5002135425,VT,33,NA,NA
5002137685,VT,180,NA,NA
5002144125,VT,164,NA,NA
5002144800,VT,90,NA,NA
5002147200,VT,226,NA,NA
5002147425,VT,13,NA,NA
5002154250,VT,138,NA,NA
5002155450,VT,50,NA,NA
5002155600,VT,370,NA,NA
5002156875,VT,241,NA,NA
5002157250,VT,176,NA,NA
5002161225,VT,1546,NA,NA
5002161300,VT,549,NA,NA
5002165275,VT,55,NA,NA
5002171050,VT,84,NA,NA
5002172925,VT,60,NA,NA
5002175925,VT,286,NA,NA
5002177950,VT,143,NA,NA
5002180875,VT,1,NA,NA
5002182300,VT,182,NA,NA
5002303175,VT,851,NA,NA
5002303250,VT,1218,NA,NA
5002305650,VT,468,NA,NA
5002311125,VT,209,NA,NA
5002311350,VT,418,NA,NA
5002318550,VT,150,NA,NA
5002321925,VT,486,NA,NA
5002325825,VT,280,NA,NA
5002343600,VT,271,NA,NA
5002344500,VT,571,NA,NA
5002346000,VT,2049,NA,NA
5002346225,VT,385,NA,NA
5002350275,VT,669,NA,NA
5002355825,VT,219,NA,NA
5002360625,VT,100,NA,NA
5002375325,VT,341,NA,NA
5002376525,VT,364,NA,NA
5002376975,VT,1322,NA,NA
5002385525,VT,147,NA,NA
5002386125,VT,164,NA,NA
5002501900,VT,0,NA,NA
5002507900,VT,3283,NA,NA
5002509475,VT,45,NA,NA
5002517875,VT,208,NA,NA
5002518325,VT,434,NA,NA
5002528900,VT,99,NA,NA
5002530925,VT,357,NA,NA
5002531150,VT,105,NA,NA
5002536175,VT,167,NA,NA
5002540225,VT,229,NA,NA
5002543375,VT,225,NA,NA
5002548400,VT,449,NA,NA
5002557700,VT,408,NA,NA
5002560250,VT,467,NA,NA
5002570750,VT,36,NA,NA
5002573300,VT,154,NA,NA
5002574800,VT,337,NA,NA
5002576225,VT,101,NA,NA
5002581400,VT,324,NA,NA
5002583950,VT,109,NA,NA
5002584700,VT,234,NA,NA
5002584850,VT,123,NA,NA
5002701300,VT,87,NA,NA
5002702575,VT,16,NA,NA
5002702725,VT,108,NA,NA
5002705800,VT,197,NA,NA
5002708275,VT,113,NA,NA
5002712250,VT,113,NA,NA
5002713675,VT,426,NA,NA
5002732275,VT,1394,NA,NA
5002732425,VT,473,NA,NA
5002741275,VT,286,NA,NA
5002752900,VT,580,NA,NA
5002756050,VT,105,NA,NA
5002756350,VT,193,NA,NA
5002758375,VT,57,NA,NA
5002760100,VT,154,NA,NA
5002760850,VT,344,NA,NA
5002763775,VT,124,NA,NA
5002769550,VT,280,NA,NA
5002770375,VT,102,NA,NA
5002777500,VT,430,NA,NA
5002782000,VT,123,NA,NA
5002783050,VT,139,NA,NA
5002784925,VT,359,NA,NA
5002785975,VT,526,NA,NA
5300100000,WA,6657,4827,78
5300300000,WA,14109,10122,50
5300500000,WA,109088,83927,621
5300700000,WA,43914,34695,296
5300900000,WA,50172,40553,384
5301100000,WA,278919,209298,2305
5301300000,WA,2731,2267,6
5301500000,WA,63995,47491,199
5301700000,WA,21176,16101,77
5301900000,WA,4690,3740,4
5302100000,WA,34425,24875,256
5302300000,WA,1541,1290,1
5302500000,WA,39346,29524,288
5302700000,WA,40706,29616,318
5302900000,WA,52155,42658,232
5303100000,WA,24460,20878,104
5303300000,WA,1322450,1024747,11359
5303500000,WA,161370,124571,4002
5303700000,WA,24969,19738,327
5303900000,WA,14085,11172,55
5304100000,WA,46259,35529,203
5304300000,WA,7049,5890,29
5304500000,WA,38105,29024,137
5304700000,WA,22632,17721,125
5304900000,WA,14118,11067,105
5305100000,WA,8943,7038,49
5305300000,WA,491213,354484,4572
5305500000,WA,12798,11076,26
5305700000,WA,75552,58587,480
5305900000,WA,7482,5834,38
5306100000,WA,457696,353965,1704
5306300000,WA,304956,233549,1734
5306500000,WA,30042,23403,93
5306700000,WA,172452,131233,806
5306900000,WA,2959,2428,8
5307100000,WA,33534,26344,241
5307300000,WA,140350,113040,791
5307500000,WA,22455,17760,251
5307700000,WA,113252,80179,665
100,WI,94,84,4
1000,WI,299,291,2
10025,WI,2167,1930,8
10050,WI,340,305,1
10075,WI,17,15,0
10100,WI,27,27,0
10125,WI,77,74,1
10150,WI,13,12,0
1025,WI,239,222,5
10350,WI,26,23,1
10375,WI,319,293,1
10400,WI,30,28,0
10450,WI,5,4,0
10475,WI,7,6,0
10500,WI,43,34,4
10575,WI,15,14,0
10625,WI,60,57,2
10700,WI,26,23,1
10750,WI,173,161,0
10925,WI,35,35,0
10950,WI,23,20,1
11025,WI,1,1,0
11050,WI,37,36,0
11062,WI,21,16,0
11150,WI,52,45,0
11200,WI,317,283,0
11225,WI,124,114,2
11275,WI,22,22,0
11300,WI,16,15,0
11325,WI,7,1,0
11425,WI,0,0,0
11475,WI,70,50,0
1150,WI,452,415,2
11525,WI,11,9,0
11600,WI,46,40,0
11625,WI,9,8,0
11675,WI,67,61,1
11725,WI,20,20,0
11750,WI,14,12,0
11775,WI,22,20,0
11850,WI,20,18,0
11900,WI,41,36,0
11950,WI,715,620,2
11975,WI,1,0,0
12000,WI,23,20,0
12075,WI,63,60,0
12200,WI,5,4,0
12225,WI,40,39,0
1225,WI,55,53,0
12250,WI,11,10,0
12275,WI,9,7,0
12300,WI,103,90,0
12325,WI,38,36,0
12350,WI,12,11,0
1250,WI,4,4,0
12500,WI,10,7,0
12525,WI,12,11,0
12575,WI,19,17,2
12725,WI,69,65,1
1275,WI,6,6,0
12775,WI,6,4,0
12825,WI,6,5,0
12850,WI,9,7,0
12875,WI,29,29,0
