ID,FIPS,STATE,LABEL,10Total_registered_x,10Notices_removed_x,12Total_registered_x,12Notices_removed_x,14Total_registered_x,14Notices_removed_x,16Total_registered_x,16Notices_removed_x,18Total_registered_x,18Notices_removed_x,10pct,12pct,14pct,16pct,18pct,median_pct,median_desc,mean_pct,mean_desc,Total_pop,Urban,Rural,POP_DESC,Pop_25+,Pct_colgrads,Pop_birth,Pct_foreign-born,Pop_16+,Unemployed,Households,Median household income,Income_desc,Pct_poverty,Emp_pop_16+,Top_occupation_pct,Top_occupation,Tot_racepop,White,Pct_White,Nonwhite,Pct_Nonwhite,Nonwhite_desc,Hispanic,Pct_Hispanic,Black,Pct_Black,Native,Pct_Native,Asian,Pct_Asian,Hawaiian_Pacific Islander,Pct_Hawaiian_Pacific Islander,Other,Pct_other,Multi,Pct_multi,VOTING AGE,VOTING AGE_Male,Pct_VOTING AGE_Male,VOTING AGE_Female,Pct_VOTING AGE_Female,Region,Division,total_2016,gop_2016,dem_2016,oth_2016,WINNER
48,01095,AL,"Marshall County, Alabama",47817,2061,50546,3,49019,2456,55733,,59395,707,4.132082281,0.005934836,4.771248179,0,1.176333566,1.176333566,1% - 5%,2.017119772,1% - 5%,93019,43469,49550,Rural,63366,16.6,94534,7.2,73792,7.2,34461,39831,"$35,000 - $50,000",20.5,38366,27.7,"Management, business, science, and arts",94534,77841,82.3,16693,17.7,10% - 25%,12210,12.9,1976,2.1,411,0.4,556,0.6,20,0,38,0,1482,1.6,65923,31460,47.7,34463,52.3,South Region,East South Central Division,34965,29217,4913,835,Rep
49,01097,AL,"Mobile County, Alabama",260813,162,277473,6,257886,22038,284776,,296298,4973,0.062074911,0.002162326,7.872851202,0,1.650673314,0.062074911,Less than 1%,1.917552351,1% - 5%,412999,330310,82682,Urban,274893,22.5,414291,3.1,326128,8.7,154261,44263,"$35,000 - $50,000",19.5,171733,32.2,"Management, business, science, and arts",414291,239671,57.9,174620,42.1,More than 25%,10957,2.6,145837,35.2,2514,0.6,8053,1.9,49,0,540,0.1,6670,1.6,308976,144826,46.9,164150,53.1,South Region,East South Central Division,163387,91087,68429,3871,Rep
50,01099,AL,"Monroe County, Alabama",15976,465,16481,,15502,1294,16390,,16548,256,2.828295116,0,7.704215289,0,1.523446798,1.523446798,1% - 5%,2.411191441,1% - 5%,23068,4834,18234,Rural,14893,12.4,21975,0.2,17400,21.8,8316,28182,"Less than $35,000",32.1,6473,25.4,"Management, business, science, and arts",21975,12013,54.7,9962,45.3,More than 25%,136,0.6,9321,42.4,251,1.1,50,0.2,0,0,0,0,204,0.9,16822,7788,46.3,9034,53.7,South Region,East South Central Division,10185,5771,4310,104,Rep
51,01101,AL,"Montgomery County, Alabama",145639,16,155099,,141089,16459,154622,,157918,,0.010984861,0,10.44697489,0,0,0,Less than 1%,2.09159195,1% - 5%,229363,205300,24063,Urban,150072,31.5,227392,4.4,180384,8.4,90281,45358,"$35,000 - $50,000",21.3,101005,36.7,"Management, business, science, and arts",227392,81730,35.9,145662,64.1,More than 25%,7530,3.3,128907,56.7,292,0.1,5082,2.2,34,0,315,0.1,3502,1.5,168748,77923,46.2,90825,53.8,South Region,East South Central Division,94572,33928,58669,1975,Dem
52,01103,AL,"Morgan County, Alabama",66840,2777,70818,,67809,3536,75787,,79900,1269,3.988968212,0,4.956198753,0,1.563404748,1.563404748,1% - 5%,2.101714342,1% - 5%,119490,73370,46120,Urban,82033,21.4,119555,4.3,95163,8.9,46164,46883,"$35,000 - $50,000",16.3,50615,30,"Management, business, science, and arts",119555,91602,76.6,27953,23.4,10% - 25%,9339,7.8,14410,12.1,628,0.5,802,0.7,5,0,125,0.1,2644,2.2,88063,42534,48.3,45529,51.7,South Region,East South Central Division,49991,37392,11216,1383,Rep
53,01105,AL,"Perry County, Alabama",8305,4,8749,,8593,167,8542,,8268,114,0.04814057,0,1.906392694,0,1.360057266,0.04814057,Less than 1%,0.662918106,Less than 1%,10591,0,10591,Rural,5941,14.5,9856,0.4,7920,11.7,3198,24912,"Less than $35,000",39.8,2551,26.1,Sales and office,9856,2920,29.6,6936,70.4,More than 25%,94,1,6760,68.6,4,0,18,0.2,0,0,5,0.1,55,0.6,7624,3489,45.8,4135,54.2,South Region,East South Central Division,5255,1403,3823,29,Dem
54,01107,AL,"Pickens County, Alabama",13436,296,13703,,13305,3987,14011,,14127,220,2.155549082,0,23.05690493,0,1.533421621,1.533421621,1% - 5%,5.349175126,More than 5%,19746,0,19746,Rural,14084,11.1,20042,1.6,16346,12.3,7618,31679,"Less than $35,000",23.9,6886,25.1,"Production, transportation, and material moving",20042,10994,54.9,9048,45.1,More than 25%,486,2.4,8372,41.8,24,0.1,12,0.1,9,0,8,0,137,0.7,15583,7673,49.2,7910,50.8,South Region,East South Central Division,9494,5454,3972,68,Rep
55,01109,AL,"Pike County, Alabama",19442,309,21127,504,21191,517,22557,,22711,676,1.564477748,2.329989367,2.381610466,0,2.890494719,2.329989367,1% - 5%,1.83331446,1% - 5%,32899,15897,17002,Rural,19618,24,33277,3.9,27355,9.7,12802,33193,"Less than $35,000",25.7,14336,29.8,"Management, business, science, and arts",33277,18822,56.6,14455,43.4,More than 25%,730,2.2,12451,37.4,215,0.6,704,2.1,2,0,0,0,353,1.1,25631,11959,46.7,13672,53.3,South Region,East South Central Division,13025,7681,5039,305,Rep
56,01111,AL,"Randolph County, Alabama",15230,1198,16311,,15468,3987,16822,,17348,225,7.292427563,0,20.49344641,0,1.2803733,1.2803733,1% - 5%,5.813249455,More than 5%,22913,4275,18638,Rural,15599,15.4,22615,1.6,18162,8,8691,37496,"$35,000 - $50,000",20.6,8477,28.4,"Production, transportation, and material moving",22615,17060,75.4,5555,24.6,10% - 25%,661,2.9,4339,19.2,74,0.3,51,0.2,44,0.2,0,0,386,1.7,17374,8274,47.6,9100,52.4,South Region,East South Central Division,10130,7697,2290,143,Rep
57,01113,AL,"Russell County, Alabama",30431,1615,33887,,31037,3505,36351,,38425,1067,5.039630531,0,10.14706734,0,2.701813025,2.701813025,1% - 5%,3.577702179,1% - 5%,52947,34199,18748,Urban,38568,17,58636,2.8,45473,9.4,22333,38400,"$35,000 - $50,000",21.5,23398,28.4,"Management, business, science, and arts",58636,28565,48.7,30071,51.3,More than 25%,2974,5.1,24639,42,216,0.4,398,0.7,128,0.2,50,0.1,1666,2.8,43133,20552,47.6,22581,52.4,South Region,East South Central Division,19136,9210,9577,349,Dem
58,01115,AL,"St. Clair County, Alabama",54665,37,57435,,51724,6393,58425,,62138,979,0.067639209,0,11.00022369,0,1.551087663,0.067639209,Less than 1%,2.523790112,1% - 5%,83593,22740,60853,Rural,60054,16.1,86576,1.8,68812,6.4,31832,54042,"$50,001 - $75,000",13.7,38399,29.4,"Management, business, science, and arts",86576,74718,86.3,11858,13.7,10% - 25%,1961,2.3,8099,9.4,240,0.3,691,0.8,0,0,24,0,843,1,65813,32575,49.5,33238,50.5,South Region,East South Central Division,37937,31579,5550,808,Rep
59,01117,AL,"Shelby County, Alabama",121275,792,132622,,122616,11947,142813,,149478,3107,0.648824006,0,8.87836924,0,2.036242095,0.648824006,Less than 1%,2.312687068,1% - 5%,195085,150323,44762,Urban,139017,41.4,205951,5.5,161389,4.6,75942,72310,"$50,001 - $75,000",8.5,102705,43.5,"Management, business, science, and arts",205951,162487,78.9,43464,21.1,10% - 25%,11861,5.8,23815,11.6,400,0.2,4088,2,67,0,174,0.1,3059,1.5,149211,71125,47.7,78086,52.3,South Region,East South Central Division,99208,72846,22927,3435,Rep
60,01119,AL,"Sumter County, Alabama",10327,20,10302,,10044,414,10233,,10047,102,0.193292742,0,3.95869191,0,1.005025126,0.193292742,Less than 1%,1.031401956,1% - 5%,13763,0,13763,Rural,8278,18.1,13285,2,10928,15.3,4878,20428,"Less than $35,000",36.7,4331,28.3,Service,13285,3265,24.6,10020,75.4,More than 25%,39,0.3,9520,71.7,41,0.3,375,2.8,0,0,0,0,45,0.3,10389,4577,44.1,5812,55.9,South Region,East South Central Division,6391,1581,4739,71,Dem
61,01121,AL,"Talladega County, Alabama",49369,0,52478,,48297,4229,53564,,55408,1652,0,0,8.051250809,0,2.895198037,0,Less than 1%,2.189289769,1% - 5%,82291,36360,45931,Rural,55993,13.1,81057,1.5,65110,12,31461,37923,"$35,000 - $50,000",20.8,30853,28.1,"Management, business, science, and arts",81057,51487,63.5,29570,36.5,More than 25%,1752,2.2,25979,32.1,208,0.3,422,0.5,29,0,43,0.1,1137,1.4,62159,29787,47.9,32372,52.1,South Region,East South Central Division,33218,20596,12108,514,Rep
62,01123,AL,"Tallapoosa County, Alabama",26453,1487,27669,3,28031,87,30217,,30601,546,5.322118826,0.010841284,0.309410342,0,1.752977815,0.309410342,Less than 1%,1.479069653,1% - 5%,41616,10726,30890,Rural,28910,17.3,40958,1.5,33077,9.8,16338,39395,"$35,000 - $50,000",23.4,15098,27.5,"Management, business, science, and arts",40958,28291,69.1,12667,30.9,More than 25%,988,2.4,11069,27,138,0.3,208,0.5,0,0,0,0,264,0.6,31944,15238,47.7,16706,52.3,South Region,East South Central Division,18504,12967,5271,266,Rep
63,01125,AL,"Tuscaloosa County, Alabama",111838,13,122880,1,115750,9872,132600,,138882,3441,0.011622605,0.000813795,7.858496123,0,2.41773993,0.011622605,Less than 1%,2.057734491,1% - 5%,194656,145003,49653,Urban,123155,29.4,202471,3.5,164355,7,70440,48022,"$35,000 - $50,000",18,90243,35.1,"Management, business, science, and arts",202471,127514,63,74957,37,More than 25%,6666,3.3,62688,31,266,0.1,3033,1.5,29,0,240,0.1,2035,1,155402,73740,47.5,81662,52.5,South Region,East South Central Division,81708,47701,31746,2261,Rep
64,01127,AL,"Walker County, Alabama",44541,1,46299,1,42583,3928,46384,,47717,568,0.002245072,0.002159827,8.445314012,0,1.176348763,0.002245072,Less than 1%,1.925213535,1% - 5%,67023,17367,49656,Rural,45633,10.5,65593,1.4,52724,11,25194,37025,"$35,000 - $50,000",21.9,23795,26.6,"Management, business, science, and arts",65593,58748,89.6,6845,10.4,10% - 25%,1483,2.3,3711,5.7,36,0.1,302,0.5,0,0,0,0,1313,2,50326,24096,47.9,26230,52.1,South Region,East South Central Division,29243,24208,4486,549,Rep
65,01129,AL,"Washington County, Alabama",13788,383,14082,1,13375,899,13669,,13462,752,2.702702703,0.00710076,6.298164495,0,5.290558604,2.702702703,1% - 5%,2.859705312,1% - 5%,17581,0,17581,Rural,11524,9.6,16909,1,13574,16.1,6113,40293,"$35,000 - $50,000",21.6,5644,25.9,"Production, transportation, and material moving",16909,11001,65.1,5908,34.9,More than 25%,219,1.3,4189,24.8,1321,7.8,110,0.7,0,0,0,0,69,0.4,12863,6183,48.1,6680,51.9,South Region,East South Central Division,8492,6031,2366,95,Rep
66,01131,AL,"Wilcox County, Alabama",9130,389,9367,2,9141,389,9288,,9407,67,4.086563715,0.021346995,4.0818468,0,0.707198649,0.707198649,Less than 1%,1.779391232,1% - 5%,11670,0,11670,Rural,7441,11.3,11119,0,9050,20.4,3792,24442,"Less than $35,000",34.9,2977,27.6,"Management, business, science, and arts",11119,3050,27.4,8069,72.6,More than 25%,62,0.6,8000,71.9,7,0.1,0,0,0,0,0,0,0,0,8521,4037,47.4,4484,52.6,South Region,East South Central Division,6095,1737,4329,29,Dem
67,01133,AL,"Winston County, Alabama",16136,518,16626,,15794,967,16691,,16176,1012,3.110363877,0,5.769345504,0,5.887828718,3.110363877,1% - 5%,2.95350762,1% - 5%,24484,3699,20785,Rural,17274,13.1,24013,1.3,19621,8.7,9436,33896,"Less than $35,000",20.6,8934,26.4,"Production, transportation, and material moving",24013,22638,94.3,1375,5.7,5% - 9.9%,700,2.9,98,0.4,87,0.4,84,0.3,0,0,0,0,406,1.7,18770,9172,48.9,9598,51.1,South Region,East South Central Division,10255,9225,871,159,Rep
68,02013,AK,"Aleutians East Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,3141,0,3141,Rural,2545,11.9,3299,40.7,2933,2.6,788,65926,"$50,001 - $75,000",15.5,2466,51.6,"Production, transportation, and material moving",3299,492,14.9,,,More than 25%,331,10,218,6.6,1099,33.3,972,29.5,36,1.1,0,0,151,4.6,1966,1274,64.8,692,35.2,West Region,Pacific Division,,,,,Rep
69,02016,AK,"Aleutians West Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,5561,0,5561,Rural,4153,15.7,5714,36.8,4904,1.1,1186,86964,"More than $75,000",7.7,4083,36.6,"Production, transportation, and material moving",5714,1488,26,,,More than 25%,790,13.8,311,5.4,721,12.6,2059,36,141,2.5,11,0.2,193,3.4,3634,2505,68.9,1129,31.1,West Region,Pacific Division,,,,,Rep
70,02020,AK,"Anchorage Municipality, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,291826,279811,12015,Urban,191431,34.3,299321,10.3,232095,6,104969,80862,"More than $75,000",8.1,153197,40.2,"Management, business, science, and arts",299321,179128,59.8,,,More than 25%,26091,8.7,15902,5.3,20098,6.7,26350,8.8,6681,2.2,552,0.2,24519,8.2,213936,109704,51.3,104232,48.7,West Region,Pacific Division,,,,,Rep
71,02050,AK,"Bethel Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,17013,4434,12579,Rural,9503,11.4,17885,1.8,12078,19.3,4555,53296,"$50,001 - $75,000",26.6,6040,35.4,"Management, business, science, and arts",17885,1864,10.4,,,More than 25%,359,2,135,0.8,14540,81.3,161,0.9,42,0.2,0,0,784,4.4,11319,5943,52.5,5376,47.5,West Region,Pacific Division,,,,,Rep
72,02060,AK,"Bristol Bay Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,997,0,997,Rural,649,19.1,942,2.4,754,5.7,360,88000,"More than $75,000",7.3,533,28,"Management, business, science, and arts",942,500,53.1,,,More than 25%,46,4.9,3,0.3,299,31.7,11,1.2,2,0.2,0,0,81,8.6,713,417,58.5,296,41.5,West Region,Pacific Division,,,,,Rep
73,02068,AK,"Denali Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,1826,0,1826,Rural,1503,38.5,2125,6.2,1774,1.2,707,81302,"More than $75,000",11.3,1312,31.9,"Management, business, science, and arts",2125,1812,85.3,,,10% - 25%,17,0.8,21,1,66,3.1,72,3.4,0,0,4,0.2,133,6.3,1651,867,52.5,784,47.5,West Region,Pacific Division,,,,,Rep
74,02070,AK,"Dillingham Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,4847,0,4847,Rural,2824,17.6,4980,2.4,3574,11.2,1375,56055,"$50,001 - $75,000",16.5,1933,41.9,"Management, business, science, and arts",4980,838,16.8,,,More than 25%,147,3,12,0.2,3550,71.3,108,2.2,1,0,0,0,324,6.5,3354,1732,51.6,1622,48.4,West Region,Pacific Division,,,,,Rep
75,02090,AK,"Fairbanks North Star Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,97581,67457,30124,Urban,61221,33.4,100150,5.2,77983,8.5,35303,73831,"$50,001 - $75,000",7.8,47009,37.6,"Management, business, science, and arts",100150,71633,71.5,,,More than 25%,7486,7.5,3982,4,6011,6,2888,2.9,504,0.5,104,0.1,7542,7.5,73392,40189,54.8,33203,45.2,West Region,Pacific Division,,,,,Rep
76,02100,AK,"Haines Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,2508,0,2508,Rural,1847,40.4,2528,4.9,2125,3.8,1170,53125,"$50,001 - $75,000",5.3,1360,33.5,"Management, business, science, and arts",2528,1944,76.9,,,10% - 25%,41,1.6,1,0,120,4.7,85,3.4,5,0.2,0,0,332,13.1,1998,1071,53.6,927,46.4,West Region,Pacific Division,,,,,Rep
77,02105,AK,"Hoonah-Angoon Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,2150,0,2150,Rural,1579,24.3,2107,6,1751,10.2,836,54091,"$50,001 - $75,000",12.3,1046,33.2,"Management, business, science, and arts",2107,1018,48.3,,,More than 25%,105,5,73,3.5,649,30.8,48,2.3,1,0,4,0.2,209,9.9,1642,910,55.4,732,44.6,West Region,Pacific Division,,,,,Rep
78,02110,AK,"Juneau City and Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,31275,24537,6738,Urban,22288,39.4,32524,8.2,26117,4.9,12138,87436,"More than $75,000",7.4,17899,45.4,"Management, business, science, and arts",32524,21356,65.7,,,More than 25%,2048,6.3,364,1.1,3787,11.6,2110,6.5,324,1,147,0.5,2388,7.3,24185,12422,51.4,11763,48.6,West Region,Pacific Division,,,,,Rep
79,02122,AK,"Kenai Peninsula Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,55400,11447,43953,Rural,39538,23.7,57637,2.8,45874,8.7,21481,64891,"$50,001 - $75,000",11,25696,31.2,"Management, business, science, and arts",57637,46917,81.4,,,10% - 25%,2214,3.8,323,0.6,4110,7.1,761,1.3,190,0.3,85,0.1,3037,5.3,43771,23077,52.7,20694,47.3,West Region,Pacific Division,,,,,Rep
80,02130,AK,"Ketchikan Gateway Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,13477,10352,3125,Urban,9428,23.8,13715,8.2,10921,7.6,5209,64162,"$50,001 - $75,000",10.8,6822,30.1,"Management, business, science, and arts",13715,8858,64.6,,,More than 25%,634,4.6,68,0.5,1775,12.9,1037,7.6,10,0.1,74,0.5,1259,9.2,10166,5311,52.2,4855,47.8,West Region,Pacific Division,,,,,Rep
81,02150,AK,"Kodiak Island Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,13592,9335,4257,Urban,8998,24.8,13918,18.7,10561,3.6,4585,73068,"$50,001 - $75,000",9.2,7273,27.3,"Management, business, science, and arts",13918,7067,50.8,,,More than 25%,1211,8.7,16,0.1,1745,12.5,3044,21.9,136,1,0,0,699,5,9121,4841,53.1,4280,46.9,West Region,Pacific Division,,,,,Rep
82,02158,AK,"Kusilvak Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,7459,0,7459,Rural,3773,4.8,7993,1,5099,26.4,1734,38160,"$35,000 - $50,000",36,2156,29.4,"Management, business, science, and arts",7993,298,3.7,,,More than 25%,107,1.3,28,0.4,7067,88.4,31,0.4,0,0,3,0,459,5.7,4718,2507,53.1,2211,46.9,West Region,Pacific Division,,,,,Rep
83,02164,AK,"Lake and Peninsula Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,1635,0,1635,Rural,835,12.5,1411,3.7,1044,11.7,468,43864,"$35,000 - $50,000",18.8,618,32.8,"Management, business, science, and arts",1411,286,20.3,,,More than 25%,29,2.1,11,0.8,961,68.1,40,2.8,1,0.1,0,0,83,5.9,939,512,54.5,427,45.5,West Region,Pacific Division,,,,,Rep
84,02170,AK,"Matanuska-Susitna Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,88995,44236,44759,Rural,62756,20.6,98679,3.3,74564,9.9,30839,73908,"$50,001 - $75,000",9.7,42025,32.9,"Management, business, science, and arts",98679,79313,80.4,,,10% - 25%,4463,4.5,971,1,4975,5,1311,1.3,175,0.2,226,0.2,7245,7.3,70359,37002,52.6,33357,47.4,West Region,Pacific Division,,,,,Rep
85,02180,AK,"Nome Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,9492,3222,6270,Rural,5406,13.9,9879,1.8,6832,17.4,2879,51563,"$50,001 - $75,000",27,3589,34,"Management, business, science, and arts",9879,1510,15.3,,,More than 25%,212,2.1,75,0.8,7143,72.3,127,1.3,22,0.2,0,0,790,8,6368,3411,53.6,2957,46.4,West Region,Pacific Division,,,,,Rep
86,02185,AK,"North Slope Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,9430,3835,5595,Rural,6318,14.2,9681,6.1,7488,10,2018,72027,"$50,001 - $75,000",11.2,5393,27.8,"Management, business, science, and arts",9681,3056,31.6,,,More than 25%,371,3.8,46,0.5,4929,50.9,572,5.9,160,1.7,7,0.1,540,5.6,6917,4614,66.7,2303,33.3,West Region,Pacific Division,,,,,Rep
87,02188,AK,"Northwest Arctic Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,7523,3200,4323,Rural,4042,10.8,7723,1.3,5265,22.6,1904,61341,"$50,001 - $75,000",24.5,2562,34.5,"Management, business, science, and arts",7723,862,11.2,,,More than 25%,163,2.1,25,0.3,6340,82.1,61,0.8,1,0,0,0,271,3.5,4949,2740,55.4,2209,44.6,West Region,Pacific Division,,,,,Rep
88,02195,AK,"Petersburg Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,3815,0,3815,Rural,2115,25,3196,7.8,2525,5.8,1237,63940,"$50,001 - $75,000",9.3,1632,28.9,"Management, business, science, and arts",3196,2142,67,,,More than 25%,331,10.4,75,2.3,239,7.5,142,4.4,20,0.6,2,0.1,245,7.7,2341,1289,55.1,1052,44.9,West Region,Pacific Division,,,,,Rep
89,02198,AK,"Prince of Wales-Hyder Census Area, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,5559,0,5559,Rural,4325,15.8,6374,2,4999,13.6,2267,51887,"$50,001 - $75,000",14.9,2782,26.7,"Management, business, science, and arts",6374,2877,45.1,,,More than 25%,221,3.5,13,0.2,2551,40,69,1.1,38,0.6,7,0.1,598,9.4,4763,2622,55,2141,45,West Region,Pacific Division,,,,,Rep
90,02220,AK,"Sitka City and Borough, Alaska",560146,43816,579304,15480,574441,35504,587303,29705,624467,30585,7.254761061,2.602625491,5.8208527,0,4.669094973,4.669094973,1% - 5%,4.069466845,1% - 5%,8881,7027,1854,Urban,6296,32.4,8921,8.5,7180,4.5,3504,70160,"$50,001 - $75,000",9,4766,41.6,"Management, business, science, and arts",8921,5544,62.1,,,More than 25%,556,6.2,195,2.2,1115,12.5,605,6.8,33,0.4,0,0,873,9.8,6601,3350,50.7,3251,49.3,West Region,Pacific Division,,,,,Rep
